Chicken Hunter,3.5,0.02	
Chicken Run,6.825,0.13	
Chicken Shoot,2.0,0.54	
Child of Eden,7.5,0.67	
Child of Light,9.3,0.16	
Children of Mana,8.0,0.48	
Chili Con Carnage,7.7,0.02	
Chocobo Racing,5.6,0.44	
Chocobo's Dungeon 2,6.5,0.7	
Chopper Attack,5.6,0.11	
Chromehounds,6.9,0.28	
Chrono Cross,9.7,1.86	
Chrono Trigger,9.4,3.78	
Chrysler Classic Racing,4.0,0.08	
Circus Maximus: Chariot Wars,3.8,0.07	
Cities XL 2011,7.0,0.02	
Cities in Motion,7.0,0.05	
Cities: Skylines,8.5,0.14	
City Crisis,4.8,0.13	
Clash of the Titans,3.0,0.49	
Class of Heroes,5.1,0.14	
ClayFighter 63 1/3,3.7,0.21	
Clive Barker's Jericho,5.6,0.53	
Clock Tower 3,7.7,0.33	
Clock Tower,5.5,0.53	
Clockwork Knight,6.0,0.09	
Close Combat: First to Fight,8.0,0.18	
Clu Clu Land,5.0,0.82	
Club Penguin: Elite Penguin Force,7.0,3.16	
Clubhouse Games,8.5,3.5	
Clue / Mouse Trap / Perfection / Aggravation,3.5,0.02	
Cocoto Kart Racer,5.45,0.11	
Cocoto Magic Circus,5.8,0.02	
Code Lyoko: Quest for Infinity,5.03333333333,0.13	
Code of Princess,6.9,0.2	
Coded Arms,7.0,0.75	
Cold Fear,7.4,0.17	
Cold War,5.8,0.02	
Cold Winter,7.5,0.11	
Colin McRae Rally 04,8.7,1.05	
Colin McRae Rally 2.0,9.06666666667,0.93	
Colin McRae Rally 2005,8.1,0.07	
Colin McRae Rally 3,8.9,1.44	
College Hoops 2K6,7.9,0.22	
College Hoops 2K7,7.8,0.39	
College Hoops 2K8,7.7,0.67	
Colony Wars,9.3,0.42	
Colony Wars: Vengeance,9.5,0.23	
Colosseum: Road to Freedom,6.0,0.07	
Combat Mission: Shock Force,5.2,0.03	
Combat of Giants: Dinosaurs 3D,5.5,0.39	
Command & Conquer 3: Kane's Wrath,7.8,0.26	
Command & Conquer 4: Tiberian Twilight,7.4,0.02	
Command & Conquer Renegade,7.4,0.01	
Command & Conquer: Red Alert 2,9.3,1.34	
Command & Conquer: Red Alert 3,7.8,1.13	
Command & Conquer: Red Alert Retaliation,7.0,0.7	
Command & Conquer: Red Alert,7.26666666667,3.26	
Command & Conquer: Tiberian Sun,8.0,1.55	
Commando,7.0,1.61	
Commando: Steel Disaster,6.0,0.02	
Commandos 2: Men of Courage,7.66666666667,0.25	
Commandos 3: Destination Berlin,8.9,0.02	
Company of Heroes 2,8.4,0.36	
Company of Heroes,8.35,0.05	
Company of Heroes: Opposing Fronts,8.8,0.04	
Company of Heroes: Tales of Valor,7.0,0.04	
Conan,6.7,0.54	
Condemned 2: Bloodshot,8.0,1.03	
Condemned: Criminal Origins,8.6,0.42	
Conduit 2,7.5,0.13	
Conflict: Denied Ops,4.0,0.39	
Conflict: Desert Storm,6.96666666667,2.52	
Conflict: Global Terror,6.0,0.29	
Conflict: Vietnam,6.7,0.75	
Conker's Bad Fur Day,9.9,0.77	
Constantine,6.66666666667,0.17	
Contact,7.5,0.1	
Contender 2,5.0,0.55	
Contra 4,8.0,0.31	
Contra Advance: The Alien Wars EX,7.0,0.11	
Contra III: The Alien Wars,8.0,0.13	
Contra: Shattered Soldier,8.0,0.58	
Contrast,7.5,0.02	
Cookie & Cream,7.8,0.02	
Cooking Mama 2: Dinner With Friends,7.0,3.61	
Cooking Mama 3: Shop & Chop,7.0,1.75	
Cooking Mama,7.15,5.72	
Cooking Mama: Cook Off,5.8,2.91	
Cooking Mama: World Kitchen,7.0,0.88	
Cool Boarders 2,7.2,2.25	
Cool Boarders 2001,5.9,0.74	
Cool Boarders 3,6.0,2.31	
Cool Boarders 4,4.0,1.17	
Cool Boarders,5.65,0.43	
Coraline,2.5,0.21	
Corpse Party: Book of Shadows,5.8,0.04	
Corvette Evolution GT,4.45,0.1	
Corvette,5.85,1.85	
Cory in the House,3.0,0.12	
Cosmic Family,5.0,0.08	
Cossacks: European Wars,7.5,0.03	
Counter Force,4.0,0.05	
Counter-Strike,8.4,1.11	
Courier Crisis,3.0,0.15	
Covert Ops: Nuclear Dawn,4.8,0.24	
Crackdown 2,7.5,1.12	
Cradle of Rome,5.9,0.25	
Crafting Mama,6.0,0.67	
Cranium Kabookii,5.5,0.14	
Crash Bandicoot 2: Cortex Strikes Back,8.5,7.58	
Crash Bandicoot Purple: Ripto's Rampage,7.0,0.64	
Crash Bandicoot,7.5,6.82	
Crash Bandicoot: The Huge Adventure,9.0,1.73	
Crash Bandicoot: The Wrath of Cortex,7.0,7.24	
Crash Bash,7.5,3.39	
Crash Boom Bang!,2.0,0.09	
Crash Nitro Kart,7.33333333333,2.98	
Crash Tag Team Racing,7.25,1.09	
Crash Team Racing,8.5,4.79	
Crash of the Titans,6.63333333333,2.32	
Crash: Mind Over Mutant,5.975,2.3	
Crazy Climber,6.2,0.22	
Crazy Taxi 2,8.8,0.07	
Crazy Taxi,7.11666666667,4.82	
Crazy Taxi: Catch a Ride,6.5,0.3	
Crazy Taxi: Fare Wars,7.5,0.47	
Create,5.875,0.62	
Crime Killer,5.0,0.12	
Crime Life: Gang Wars,3.9,0.05	
Crimson Gem Saga,8.4,0.06	
Crimson Sea 2,8.4,0.07	
Crimson Sea,8.1,0.09	
Crimson Skies: High Road to Revenge,9.1,0.87	
Crimson Tears,7.1,0.03	
Crisis Core: Final Fantasy VII,8.5,3.19	
Critical Depth,5.0,0.23	
Croc 2,7.33333333333,0.73	
Croc: Legend of the Gobbos,6.5,3.56	
Cross Edge,3.5,0.23	
Cruis'n Exotica,5.35,0.21	
Cruis'n USA,4.0,1.74	
Cruis'n World,6.5,0.64	
Cruis'n,3.0,0.12	
Crusader: No Remorse,7.0,0.05	
Crusaders of Might and Magic,3.5,0.25	
Crush,8.9,0.08	
Crypt Killer,4.0,0.04	
Crysis 2,9.0,3.39	
Crysis 3,8.5,2.46	
Crysis,8.46666666667,0.72	
Cubic Ninja,5.5,0.1	
Cubivore: Survival of the Fittest,6.7,0.17	
Culdcept,8.7,0.19	
Curious George,5.5,0.46	
Cursed Mountain,7.5,0.22	
Custom Robo Arena,7.0,0.17	
Custom Robo,8.8,0.37	
Cut the Rope,8.75,0.07	
Cy Girls,5.8,0.04	
Cyber Sled,5.0,0.14	
CyberTiger,5.75,0.65	
D,7.0,0.11	
D1 Professional Drift Grand Prix Series,3.7,0.03	
DC Universe Online,7.33333333333,0.76	
DDRMAX2: Dance Dance Revolution,8.5,1.81	
DICE: DNA Integrated Cybernetic Enterprises,5.5,0.03	
DJ Hero 2,8.5,2.2	
DJ Hero,9.0,3.06	
DJ Max Fever,8.0,0.1	
DJ Max Portable 3,7.0,0.03	
DK: King of Swing,7.8,0.24	
DT Carnage,4.6,0.04	
DT Racer,3.2,0.13	
Dai Senryaku VII: Modern Military Tactics,5.8,0.04	
Daisy Fuentes Pilates,4.5,0.26	
Dakar 2: The World's Ultimate Rally,6.2,0.05	
Damnation,2.5,0.17	
Dance Central 2,9.0,2.04	
Dance Central 3,8.0,0.83	
Dance Central,8.0,3.19	
Dance Dance Revolution Extreme 2,7.5,1.14	
Dance Dance Revolution Extreme,8.0,2.13	
Dance Dance Revolution SuperNOVA 2,7.3,0.79	
Dance Dance Revolution SuperNOVA,7.0,1.04	
Dance Dance Revolution Ultramix 2,8.5,0.42	
Dance Dance Revolution Ultramix,8.7,0.54	
Dance Dance Revolution Universe 2,5.7,0.5	
Dance Dance Revolution Universe,8.7,0.32	
Dance Dance Revolution X,5.4,1.75	
Dance Dance Revolution: Disney Grooves,5.9,0.18	
Dance Dance Revolution: Hottest Party,7.0,2.08	
Dance Dance Revolution: Mario Mix,8.0,0.47	
Dance Factory,3.5,0.03	
DanceDanceRevolution,6.5,0.64	
DanceMasters,6.5,0.19	
Dancing With The Stars,5.7,0.4	
Danny Phantom: The Ultimate Enemy,7.5,0.22	
Dante's Inferno,6.0,2.2	
Dark Angel: Vampire Apocalypse,5.2,0.09	
Dark Arena,8.0,0.04	
Dark Cloud 2,9.0,0.96	
Dark Cloud,8.4,1.54	
Dark Messiah of Might and Magic Elements,5.7,0.2	
Dark Rift,5.4,0.15	
Dark Sector,7.7,0.95	
Dark Souls II,9.0,3.07	
Dark Souls III,9.5,1.96	
Dark Souls,9.0,3.14	
Dark Summit,7.33333333333,0.36	
Dark Void,5.0,0.69	
DarkStar One,8.0,0.04	
DarkStar One: Broken Alliance,6.0,0.2	
Darkened Skye,6.5,0.01	
Darkest of Days,3.8,0.09	
Darklight Conflict,7.0,0.04	
Darksiders II,7.5,2.26	
Darksiders,7.86666666667,1.23	
Darkspore,7.0,0.12	
Darkstalkers 3,8.0,0.19	
Darkstalkers Chronicle: The Chaos Tower,7.0,0.15	
Darkstalkers Resurrection,8.4,0.03	
Darkstone,7.95,0.66	
Darkwatch,7.75,0.53	
Data East Arcade Classics,5.0,0.09	
Dave Mirra BMX Challenge,2.0,0.14	
Dave Mirra Freestyle BMX 2,7.825,2.05	
Dave Mirra Freestyle BMX 3,8.0,0.03	
Dave Mirra Freestyle BMX,7.525,1.05	
Dave Mirra Freestyle BMX: Maximum Remix,5.5,0.27	
Davis Cup Tennis,5.0,0.02	
Dawn of Discovery,7.83333333333,0.72	
Dawn of Mana,6.5,0.43	
Daxter,9.0,4.22	
Daytona USA,8.15,0.55	
Dead Head Fred,8.3,0.04	
Dead Island,8.0,4.9	
Dead Man's Hand,6.1,0.11	
Dead Rising 2,8.0,3.02	
Dead Rising 2: Off the Record,7.0,0.67	
Dead Rising 3,8.3,1.54	
Dead Rising,8.3,2.11	
Dead Space 2,9.0,3.29	
Dead Space 3,7.8,1.99	
Dead Space Extraction,8.0,0.48	
Dead Space,8.7,4.03	
Dead in the Water,6.5,0.05	
Dead or Alive 2,9.4,1.14	
Dead or Alive 3,9.4,1.77	
Dead or Alive 4,9.0,0.47	
Dead or Alive 5,8.8,1.48	
Dead or Alive Paradise,5.0,0.17	
Dead or Alive Ultimate,9.2,0.5	
Dead or Alive Xtreme 2,6.4,0.26	
Dead or Alive Xtreme Beach Volleyball,9.2,0.59	
Dead or Alive,8.5,0.46	
Dead to Rights II,6.8,0.31	
Dead to Rights,8.05,2.24	
Dead to Rights: Reckoning,5.0,0.13	
Dead to Rights: Retribution,6.0,0.49	
Deadliest Catch: Alaskan Storm,6.45,0.05	
Deadliest Catch: Sea of Chaos,6.5,0.29	
Deadly Arts,3.2,0.04	
Deadly Creatures,8.0,0.23	
Deadly Premonition,2.0,0.42	
Deadpool,6.0,1.33	
Deal or No Deal,3.36666666667,3.03	
Death Jr. and the Science Fair of Doom,4.0,0.08	
Death Jr.,7.0,0.19	
Death Jr.: Root of Evil,7.4,0.11	
Deathrow: Underground Team Combat,9.3,0.06	
Deathtrap Dungeon,4.85,0.33	
Deca Sports 2,5.3,0.82	
Deca Sports,4.5,2.54	
Deception III: Dark Delusion,6.0,0.04	
Deep Labyrinth,6.5,0.07	
Deer Hunter,6.6,0.28	
Def Jam Rapstar,7.5,0.97	
Def Jam Vendetta,8.9,2.19	
Def Jam: Fight for NY,8.1,1.98	
Defender,5.18333333333,1.65	
Defiance,5.625,1.14	
Delta Force: Black Hawk Down,7.06666666667,0.8	
Dementium II,8.0,0.12	
Dementium: The Ward,8.0,0.17	
DemiKids: Dark Version,5.5,0.02	
DemiKids: Light Version,5.5,0.02	
Demigod,7.5,0.02	
Demolition Racer,7.8,0.31	
Demon Attack,7.5,2.13	
Demon's Souls,9.4,1.84	
Denki Blocks!,7.75,0.04	
Densha De Go! 64,5.1,0.12	
Descent Maximum,7.5,0.1	
Descent,7.0,0.19	
Desert Strike Advance,8.0,0.06	
Desktop Tower Defense,4.0,0.11	
Destiny,7.8,12.61	
Destiny: The Taken King,9.0,3.87	
Destrega,5.5,0.07	
Destroy All Humans! 2,7.56666666667,0.48	
Destroy All Humans! Big Willy Unleashed,5.8,0.14	
Destroy All Humans! Path of the Furon,3.0,0.22	
Destroy All Humans!,7.0,1.4	
Destruction Derby 2,7.2,1.17	
Destruction Derby 64,6.7,0.16	
Destruction Derby Arenas,4.5,0.13	
Destruction Derby Raw,7.9,0.14	
Destruction Derby,6.75,0.9	
Deus Ex,9.4,0.01	
Deus Ex: Human Revolution,9.0,3.49	
Deus Ex: Invisible War,9.0,0.33	
Deus Ex: Mankind Divided,9.2,0.5	
Deus Ex: The Conspiracy,7.9,0.21	
Devil Dice,9.0,1.26	
Devil Kings,5.9,0.25	
Devil May Cry 2,7.0,1.97	
Devil May Cry 3: Dante's Awakening,7.7,2.09	
Devil May Cry 4,8.46666666667,3.07	
Devil May Cry HD Collection,7.5,1.28	
Devil May Cry,9.6,2.99	
Devil's Third,3.5,0.06	
Dewy's Adventure,6.8,0.16	
Di-Gata Defenders,3.0,0.06	
Diablo II,8.3,0.13	
Diablo II: Lord of Destruction,8.8,1.06	
Diablo III,9.25,11.08	
Diablo,7.5,2.17	
Diary Girl,4.5,0.01	
Diddy Kong Racing DS,7.1,1.24	
Diddy Kong Racing,8.4,4.88	
Die Hard Trilogy 2: Viva Las Vegas,4.6,0.49	
Die Hard Trilogy,7.5,1.54	
Die Hard: Vendetta,6.3,0.12	
Dig Dug,6.66666666667,2.05	
Dig Dug: Digging Strike,6.0,0.06	
Digimon Racing,7.0,0.13	
Digimon Rumble Arena 2,7.0,0.15	
Digimon World 2,4.0,0.58	
Digimon World 4,6.1,0.27	
Digimon World Championship,4.5,0.07	
Digimon World DS,7.5,0.11	
Digimon World,5.8,1.3	
Digimon World: Data Squad,3.5,0.24	
Diner Dash: Sizzle & Serve,6.75,0.52	
Dino Crisis 2,9.3,1.21	
Dino Crisis 3,6.0,0.14	
Dino Crisis,7.6,2.41	
Dino Stalker,4.0,0.22	
Dinosaur King,6.6,0.23	
Dirge of Cerberus: Final Fantasy VII,7.0,1.48	
Disaster Report,6.3,0.21	
Disciples III: Renaissance,6.0,0.02	
Discworld II: Mortality Bytes!,6.0,0.02	
Discworld,7.0,0.06	
Disgaea 2: Cursed Memories,8.5,0.33	
Disgaea 2: Dark Hero Days,8.6,0.25	
Disgaea 3: Absence of Justice,6.7,0.51	
Disgaea 4: A Promise Unforgotten,8.5,0.76	
Disgaea 5: Alliance of Vengeance,8.7,0.27	
Disgaea D2: A Brighter Darkness,9.1,0.21	
Disgaea DS,9.0,0.19	
Disgaea: Afternoon of Darkness,9.0,0.23	
Disgaea: Hour of Darkness,9.2,0.33	
Dishonored,9.2,4.3	
Disney Fairies: Tinker Bell and the Lost Treasure,6.8,1.04	
Disney Fairies: Tinker Bell,5.5,1.54	
Disney Friends,7.0,0.18	
Disney Golf,5.5,0.17	
Disney Infinity,8.7,5.12	
Disney Princess: Enchanted Journey,4.0,1.61	
Disney Princess: Magical Jewels,6.0,1.47	
Disney Sing It,6.2,2.51	
Disney Sing It: Family Hits,6.5,0.78	
Disney Sing It: Pop Hits,6.73333333333,2.09	
Disney Sports Basketball,6.0,0.02	
Disney Sports Football,5.05,0.04	
Disney Sports Skateboarding,3.0,0.13	
Disney Sports Soccer,8.1,0.06	
Disney Universe,7.0,2.27	
Disney's Extreme Skate Adventure,7.7,0.83	
Disney's Party,4.6,0.12	
Disruptor,8.0,0.13	
Divinity II: Ego Draconis,5.9,0.32	
Divinity II: Flames of Vengeance,6.0,0.03	
Divinity II: The Dragon Knight Saga,7.5,0.14	
Divinity: Original Sin,9.0,0.36	
DmC: Devil May Cry,8.76666666667,1.69	
DoDonPachi Resurrection,8.0,0.05	
Dog's Life,7.0,0.42	
Dogz,5.25,1.2	
Dokapon Journey,6.5,0.05	
Dokapon Kingdom,8.0,0.24	
Doki-Doki Universe,7.0,0.06	
Dokuro,8.8,0.01	
Dollar Dash,4.8,1.6	
Don Bradman Cricket 14,6.8,0.19	
Don King Boxing,6.3,0.35	
Don King Presents: Prizefighter,5.0,0.25	
Donkey Kong 64,9.0,5.27	
Donkey Kong Barrel Blast,4.5,0.64	
Donkey Kong Country 2,8.0,1.23	
Donkey Kong Country 2: Diddy's Kong Quest,8.8,5.15	
Donkey Kong Country 3,7.5,0.77	
Donkey Kong Country Returns,9.0,8.46	
Donkey Kong Country,8.5,13.53	
Donkey Kong Country: Tropical Freeze,9.0,1.52	
Donkey Kong Jr.,5.0,1.11	
Donkey Kong Jungle Beat,8.8,1.35	
Donkey Kong,5.5,5.66	
Donkey Konga 2,8.0,0.39	
Doom 3,9.1,1.44	
Doom 3: Resurrection of Evil,8.1,0.71	
Doom 64,7.4,0.47	
Doom,7.1,0.95	
Dora the Explorer: Journey to the Purple Planet,7.0,0.36	
Doshin the Giant,6.8,0.14	
Double Dragon Advance,7.0,0.05	
Double Dragon,6.1,0.47	
Doubutsu no Mori,8.6,0.31	
Downforce,7.1,0.05	
Downhill Domination,8.0,0.47	
Downstream Panic!,8.3,0.03	
Dr. Mario 64,5.0,0.42	
Dr. Muto,8.5,0.25	
Dr. Seuss' The Cat in the Hat,5.33333333333,0.67	
Draglade,7.0,0.1	
Dragon Age II,8.5,2.6	
Dragon Age: Inquisition,8.8,4.81	
Dragon Age: Origins,8.8,4.77	
Dragon Ball Z: Attack of the Saiyans,7.1,0.38	
Dragon Ball Z: Battle of Z,6.6,0.53	
Dragon Ball Z: Budokai Tenkaichi 3,8.0,4.04	
Dragon Ball Z: Burst Limit,7.9,1.35	
Dragon Ball Z: Buu's Fury,6.5,0.61	
Dragon Ball Z: Harukanaru Densetsu,7.5,0.21	
Dragon Ball Z: Infinite World,3.5,0.36	
Dragon Ball Z: Sagas,4.0,0.91	
Dragon Ball Z: Shin Budokai,7.0,0.55	
Dragon Ball Z: Supersonic Warriors 2,7.5,0.5	
Dragon Ball Z: Supersonic Warriors,7.5,0.51	
Dragon Ball Z: Taiketsu,4.0,1.08	
Dragon Ball Z: The Legacy of Goku II,8.0,1.09	
Dragon Ball Z: The Legacy of Goku,5.8,1.69	
Dragon Ball Z: Ultimate Tenkaichi,7.5,1.16	
Dragon Ball: Origins 2,7.5,0.16	
Dragon Ball: Origins,8.2,0.13	
Dragon Ball: Raging Blast 2,5.5,1.47	
Dragon Ball: Raging Blast,6.2,1.28	
Dragon Ball: Revenge of King Piccolo,7.4,0.2	
Dragon Blade: Wrath of Fire,5.6,0.19	
Dragon Booster,2.5,0.02	
Dragon Quest Heroes: Rocket Slime,8.5,0.45	
Dragon Quest IV: Chapters of the Chosen,8.0,1.64	
Dragon Quest IX: Sentinels of the Starry Skies,8.0,5.84	
Dragon Quest Monsters: Joker 2,8.5,1.45	
Dragon Quest Monsters: Joker,7.9,1.78	
Dragon Quest Swords: The Masked Queen and the Tower of Mirrors,7.0,0.71	
Dragon Quest V: Hand of the Heavenly Bride,8.9,1.6	
Dragon Quest VI: Realms of Revelation,7.0,1.81	
Dragon Quest VIII: Journey of the Cursed King,9.0,6.07	
Dragon Rage,6.2,0.06	
Dragon Valor,6.5,0.07	
Dragon Warrior III,10.0,4.68	
Dragon Warrior Monsters,9.0,2.35	
Dragon's Crown,8.5,0.91	
Dragon's Dogma,7.5,2.58	
Dragon's Lair 3D: Return to the Lair,7.33333333333,0.09	
Dragon's Lair Trilogy,7.0,0.16	
Dragon's Lair,7.14,0.02	
Dragoneer's Aria,5.5,0.07	
Drakan: The Ancients' Gates,8.1,0.26	
Drake & Josh: Talent Showdown,3.5,0.03	
Drakengard 2,6.3,0.13	
Drakengard 3,4.8,0.3	
Drakensang: The Dark Eye,7.6,0.02	
Drawn to Life,7.9,0.79	
Drawn to Life: The Next Chapter,6.45,1.41	
Dream Pinball 3D,5.56666666667,0.17	
Dreamcast Collection,5.0,0.24	
Dreamfall: The Longest Journey,7.45,0.04	
Driven,4.03333333333,0.26	
Driver '76,4.5,0.25	
Driver 2 Advance,7.0,0.34	
Driver 2,5.0,4.73	
Driver,8.86666666667,6.27	
Driver: Parallel Lines,6.76666666667,0.38	
Driver: San Francisco,7.75,2.06	
Driving Emotion Type-S,7.0,0.18	
Drome Racers,6.525,0.19	
Drone Tactics,7.4,0.02	
Dropship: United Peace Force,7.9,0.1	
Dual Hearts,7.0,0.05	
Dual Heroes,2.8,0.05	
Ducati Moto,6.0,0.03	
Ducati World Racing Challenge,4.8,0.03	
Duel Masters,7.4,0.27	
Duel Masters: Kaijudo Showdown,7.5,0.22	
Duel Masters: Sempai Legends,8.0,0.29	
Duke Nukem 64,8.0,0.44	
Duke Nukem Forever,5.5,2.02	
Duke Nukem: Land of the Babes,4.0,0.08	
Duke Nukem: Time to Kill,8.0,1.38	
Duke Nukem: Total Meltdown,7.0,0.61	
Duke Nukem: Zero Hour,7.9,0.26	
Dune 2000,4.65,0.25	
Dungeon Defenders,8.5,0.02	
Dungeon Explorer: Warriors of Ancient Arts,6.0,0.07	
Dungeon Maker II: The Hidden War,8.0,0.07	
Dungeon Maker: Hunting Ground,6.4,0.03	
Dungeon Siege II,8.5,0.03	
Dungeon Siege III,6.5,0.93	
Dungeon Siege: Throne of Agony,8.3,0.16	
Dungeons & Dragons Tactics,6.5,0.1	
Dungeons,6.5,0.09	
Dying Light,8.5,2.65	
Dynamite Headdy,7.5,0.05	
Dynasty Tactics 2,8.3,0.11	
Dynasty Tactics,7.6,0.29	
Dynasty Warriors 2,7.9,0.83	
Dynasty Warriors 3,7.65,1.95	
Dynasty Warriors 4,8.55,2.27	
Dynasty Warriors 5,7.7,1.44	
Dynasty Warriors 5: Xtreme Legends,5.2,0.57	
Dynasty Warriors 6,4.6,1.26	
Dynasty Warriors 7,5.0,1.16	
Dynasty Warriors 7: Empires,7.5,0.14	
Dynasty Warriors 8,8.7,0.77	
Dynasty Warriors Advance,4.0,0.11	
Dynasty Warriors DS: Fighter's Battle,5.9,0.07	
Dynasty Warriors Next,8.0,0.27	
Dynasty Warriors Vol. 2,5.4,0.05	
Dynasty Warriors,6.9,0.78	
Dynasty Warriors: Gundam 2,5.36666666667,1.03	
Dynasty Warriors: Gundam 3,4.0,0.73	
Dynasty Warriors: Gundam Reborn,7.0,0.36	
Dynasty Warriors: Gundam,6.8,0.28	
Dynasty Warriors: Strikeforce,7.66666666667,0.97	
E.T. The Extra-Terrestrial,3.5,0.01	
EA Playground,6.8,1.63	
EA Sports Active 2,7.66666666667,2.61	
EA Sports Active,7.8,3.92	
EA Sports Active: More Workouts,8.0,1.16	
EA Sports MMA,7.5,0.74	
EA Sports UFC 2,6.4,1.29	
EA Sports UFC,6.8,1.5	
ESPN College Hoops 2K5,8.8,1.22	
ESPN College Hoops,8.7,0.16	
ESPN Extreme Games,5.0,0.38	
ESPN Final Round Golf 2002,6.5,0.17	
ESPN International Track & Field,7.16666666667,0.19	
ESPN International Winter Sports 2002,5.5,0.11	
ESPN NBA 2K5,8.05,2.54	
ESPN NBA 2Night 2002,5.7,0.04	
ESPN NBA 2Night,3.7,0.09	
ESPN NBA Basketball,9.2,0.81	
ESPN NFL 2K5,9.35,4.25	
ESPN NFL Football,9.3,0.92	
ESPN NHL 2K5,9.2,1.3	
ESPN NHL Hockey,9.3,0.34	
ESPN National Hockey Night,3.0,0.07	
ESPN X Games Skateboarding,5.2,0.54	
EVE Online,8.0,0.22	
Earth Defense Force 2025,6.5,0.51	
EarthBound,9.0,0.81	
Earthworm Jim 2,5.5,0.03	
Earthworm Jim 3D,6.65,0.12	
Earthworm Jim,6.6,0.29	
East India Company,7.7,0.01	
Eat Lead: The Return of Matt Hazard,5.2,0.26	
Ecco the Dolphin,6.66666666667,0.12	
Ecco the Dolphin: Defender of the Future,7.7,0.14	
Ecco: The Tides of Time,7.0,0.07	
Echo Night,8.0,0.12	
Edna & Harvey: Harvey's New Eyes,6.0,0.09	
Egg Mania: Eggstreme Madness,5.63333333333,0.05	
El Shaddai: Ascension of the Metatron,5.0,0.45	
El Tigre: The Adventures of Manny Rivera,6.25,0.09	
Elebits,8.3,0.33	
Elebits: The Adventures of Kai and Zero,7.9,0.08	
Electroplankton,7.0,0.03	
Elemental Gearbolt,8.3,0.06	
Elements of Destruction,7.45,0.07	
Elite Beat Agents,9.5,0.38	
Elite Forces: Unit 77,5.35,0.06	
Elven Legacy,7.7,0.02	
Emergency Mayhem,5.0,0.02	
Emergency! Disaster Rescue Squad,7.9,0.03	
Emma at the Farm,3.4,0.03	
Empire Earth II,8.9,0.03	
Empire Earth III,5.4,0.04	
Empire Earth,8.5,0.05	
Empire: Total War,9.5,1.09	
Enchanted Arms,7.05,0.39	
Enclave,7.25,0.14	
Endgame,3.5,0.08	
Endless Ocean,8.0,1.09	
Endless Ocean: Blue World,7.0,0.88	
Enemy Front,4.7,0.12	
Enemy Territory: Quake Wars,6.63333333333,0.82	
Ener-G: Dance Squad,7.2,0.16	
Ener-G: Gym Rockets,7.0,0.39	
Enter the Matrix,7.05,4.83	
Enthusia Professional Racing,7.2,0.15	
Ephemeral Fantasia,4.2,0.08	
Epidemic,4.0,0.14	
Eragon,5.65714285714,0.41	
Escape Dead Island,6.8,0.17	
Escape From Monkey Island,8.7,0.1	
Escape from Bug Island,4.0,0.06	
Eternal Darkness: Sanity's Requiem,9.6,0.44	
Eternal Poison,3.5,0.14	
Eternal Ring,6.5,0.3	
Eternal Sonata,8.5,0.78	
Etrian Odyssey II: Heroes of Lagaard,8.0,0.37	
Etrian Odyssey III: The Drowned City,6.0,0.33	
Etrian Odyssey Untold: The Millennium Girl,8.5,0.26	
Etrian Odyssey,7.4,0.34	
Eureka Seven Vol. 2: The New Vision,3.7,0.02	
EverQuest Online Adventures,8.0,0.43	
EverQuest Online Adventures: Frontiers,7.6,0.19	
Every Extend Extra,8.1,0.11	
Everybody Dance,6.5,0.12	
Evil Dead: Hail to the King,3.96666666667,0.27	
Evil Genius,7.8,0.02	
Evil Zone,4.0,0.25	
Evolution Skateboarding,3.65,0.3	
Evolution Snowboarding,2.7,0.02	
Evolution Worlds,5.0,0.08	
Evolve,9.0,1.75	
Excite Truck,8.0,0.54	
Excitebike 64,9.7,1.0	
Excitebike,8.4,4.16	
Exit DS,6.5,0.1	
Exit,7.2,0.08	
Expendable,6.65,0.05	
Extermination,6.9,0.55	
Extreme-G,7.9,0.59	
EyeToy: AntiGrav,7.4,0.43	
EyeToy: Groove,7.5,0.18	
EyeToy: Kinetic,8.0,0.17	
EyeToy: Operation Spy,6.0,0.1	
F-1 Race,7.0,3.41	
F-1 World Grand Prix,8.4,1.6	
F-14 Tomcat,6.0,0.7	
F-Zero GX,9.3,0.65	
F-Zero X,8.05,1.1	
F-Zero,7.5,2.85	
F-Zero: GP Legend,8.0,0.16	
F-Zero: Maximum Velocity,9.0,1.04	
F.E.A.R. 2: Project Origin,8.16666666667,1.09	
F.E.A.R. 3,8.0,1.06	
F.E.A.R. Files,6.7,0.09	
F.E.A.R. Perseus Mandate,5.9,0.01	
F.E.A.R.,8.8,0.89	
F1 2000,7.55,0.25	
F1 2001,8.06666666667,0.21	
F1 2002,7.96666666667,0.15	
F1 2011,7.625,2.45	
F1 2012,9.0,1.72	
F1 2013,8.0,0.96	
F1 2015,5.3,0.95	
F1 Career Challenge,7.4,0.1	
F1 Championship Season 2000,8.55,0.16	
F1 Pole Position 64,4.1,0.25	
F1 Race Stars,5.2,0.66	
F1 Racing Championship,7.5,0.11	
FIFA 06: Road to FIFA World Cup,6.9,0.15	
FIFA 14,9.06,17.14	
FIFA 15,8.3,19.02	
FIFA 16,7.8,16.44	
FIFA 17,8.4,6.91	
FIFA 2001: Major League Soccer,9.0,0.09	
FIFA Soccer 06,8.35,5.13	
FIFA Soccer 07,8.15714285714,6.38	
FIFA Soccer 08,7.98333333333,9.49	
FIFA Soccer 09 All-Play,7.2,0.9	
FIFA Soccer 09,8.0,8.67	
FIFA Soccer 10,7.7,10.74	
