FIFA Soccer 11,7.5,12.56	
FIFA Soccer 13,7.4,16.16	
FIFA Soccer 2002,7.8,0.96	
FIFA Soccer 2003,8.18,4.16	
FIFA Soccer 2004,8.42,0.91	
FIFA Soccer 2005,8.6,4.89	
FIFA Soccer 64,4.2,0.49	
FIFA Soccer,7.0,0.74	
FIFA Street 2,5.8,0.75	
FIFA Street 3,6.4,0.72	
FIFA Street,8.0,2.68	
Fab 5 Soccer,5.0,0.01	
Fable II,8.8,4.31	
Fable III,7.25,5.45	
Fable,9.3,3.14	
Fable: The Journey,7.2,0.29	
Fable: The Lost Chapters,8.65,0.07	
FaceBreaker K.O. Party,7.0,0.22	
FaceBreaker,5.0,0.36	
Fade to Black,7.0,0.34	
Fading Shadows,5.0,0.04	
Fairy Fencer F,7.3,0.2	
Fairytale Fights,5.1,0.34	
Fallout 3,9.53333333333,9.96	
Fallout 4,9.5,12.28	
Fallout: Brotherhood of Steel,7.5,0.12	
Fallout: New Vegas,8.66666666667,8.41	
Family Feud Decades,4.0,0.17	
Family Feud: 2010 Edition,7.5,0.91	
Family Fun Football,4.0,0.11	
Family Guy,4.1,0.2	
Family Guy: Back to the Multiverse,6.0,0.54	
Family Party: 30 Great Games,6.3,0.1	
Fantastic 4,6.33333333333,1.01	
Fantastic Four,1.0,0.07	
Fantastic Pets,7.5,0.41	
Fantasy Life,8.0,1.13	
Far Cry 2,8.5,3.49	
Far Cry 3,9.0,7.47	
Far Cry 4,8.5,8.68	
Far Cry Instincts Evolution,8.4,0.08	
Far Cry Instincts Predator,8.3,0.25	
Far Cry Instincts,9.0,0.57	
Far Cry Vengeance,4.0,0.08	
Far Cry,9.2,0.05	
Farm Frenzy,4.0,0.02	
Farming Simulator 2013,7.1,1.54	
Fast & Furious: Showdown,2.5,0.08	
Fat Princess: Fistful of Cake,6.8,0.12	
Fatal Frame II: Crimson Butterfly,8.5,0.16	
Fatal Frame III: The Tormented,7.8,0.08	
Fatal Frame,7.8,0.2	
Fatal Fury 2,7.5,0.45	
Fatal Fury Special,7.35,0.56	
Fatal Fury,7.0,0.39	
Fatal Fury: Battle Archives Volume 1,6.8,0.04	
Fatal Fury: Battle Archives Volume 2,7.0,0.07	
Fatal Fury: Wild Ambition,4.0,0.05	
Fatal Inertia,6.0,0.13	
Fate/Unlimited Codes,8.2,0.14	
Fear Effect 2: Retro Helix,6.9,0.18	
Fear Effect,8.9,0.72	
Felony 11-79,7.0,0.11	
Ferrari Challenge Trofeo Pirelli,6.6,0.16	
Ferrari F355 Challenge,8.5,0.05	
Field Commander,8.4,0.16	
Fight Club,5.1,0.29	
Fight Night 2004,8.5,2.16	
Fight Night Champion,8.16666666667,1.95	
Fight Night Round 2,8.8,1.64	
Fight Night Round 3,7.91666666667,5.55	
Fight Night Round 4,8.8,2.94	
Fighter Destiny 2,6.3,0.05	
Fighter Maker 2,7.5,0.07	
Fighter Maker,8.0,0.17	
Fighter Within,2.7,0.19	
Fighters Destiny,8.0,0.16	
Fighters Uncaged,3.0,0.61	
Fighting Fantasy: The Warlock of Firetop Mountain,5.5,0.09	
Fighting Force 2,3.3,0.55	
Fighting Force 64,6.4,0.11	
Fighting Force,5.5,1.32	
Fighting Vipers 2,6.5,0.04	
Final Doom,7.0,0.27	
Final Fantasy Adventure,9.0,0.38	
Final Fantasy Anthology,9.0,0.8	
Final Fantasy Chronicles,9.4,0.52	
Final Fantasy Crystal Chronicles: Echoes of Time,7.5,0.74	
Final Fantasy Crystal Chronicles: Ring of Fates,8.2,0.67	
Final Fantasy Explorers,6.8,0.52	
Final Fantasy Fables: Chocobo Tales,8.3,0.24	
Final Fantasy Fables: Chocobo's Dungeon,8.4,0.21	
Final Fantasy I & II: Dawn of Souls,8.5,1.19	
Final Fantasy II,6.96666666667,2.78	
Final Fantasy III,7.8,7.05	
Final Fantasy IV Advance,8.6,0.61	
Final Fantasy IV,8.7,1.57	
Final Fantasy IV: The Complete Collection,9.0,0.56	
Final Fantasy IX,9.2,5.3	
Final Fantasy Legend III,7.0,0.76	
Final Fantasy Tactics A2: Grimoire of the Rift,9.0,0.79	
Final Fantasy Tactics Advance,9.0,2.13	
Final Fantasy Tactics,8.5,2.45	
Final Fantasy V Advance,8.5,0.26	
Final Fantasy VI Advance,9.0,0.28	
Final Fantasy VII,8.85,9.72	
Final Fantasy VIII,8.2,7.86	
Final Fantasy X / X-2 HD Remaster,9.3,2.3	
Final Fantasy X,9.5,8.05	
Final Fantasy X-2,9.5,5.29	
Final Fantasy XI,7.9,0.19	
Final Fantasy XI: Chains of Promathia,7.75,0.25	
Final Fantasy XI: Treasures of Aht Urhgan,8.4,0.23	
Final Fantasy XII,9.5,5.95	
Final Fantasy XII: Revenant Wings,8.3,1.39	
Final Fantasy XIII,8.9,7.53	
Final Fantasy XIII-2,8.0,3.42	
Final Fantasy,8.125,1.35	
Final Fantasy: The 4 Heroes of Light,8.0,0.59	
Final Fight 2,7.0,1.02	
Final Fight One,8.5,0.21	
Final Fight,7.5,1.56	
Final Fight: Streetwise,3.55,0.07	
Finding Nemo,6.0,6.46	
Finding Nemo: Escape to the Big Blue,7.0,0.17	
Finny the Fish & the Seven Waters,5.3,0.05	
Fire Emblem,9.5,0.97	
Fire Emblem: Path of Radiance,8.7,0.54	
Fire Emblem: Radiant Dawn,8.0,0.51	
Fire Emblem: Shadow Dragon,8.5,0.65	
Fire Emblem: The Sacred Stones,8.5,0.89	
Fire Pro Wrestling Returns,7.0,0.09	
Fireblade,7.5,0.29	
Firefighter F.D.18,6.8,0.07	
Fish Tycoon,4.0,0.27	
Fisherman's Challenge,7.0,0.04	
Fishing Master World Tour,6.8,0.09	
Fishing Master,5.5,0.31	
Fishing Resort,7.0,0.42	
Fist of the North Star: Ken's Rage 2,3.7,0.38	
Fist of the North Star: Ken's Rage,5.0,0.82	
Flash Focus: Vision Training in Minutes a Day,5.5,3.84	
FlatOut 2,8.3,0.2	
FlatOut: Head On,7.7,0.29	
FlatOut: Ultimate Carnage,8.15,0.12	
FlingSmash,4.0,0.48	
Flipnic: Ultimate Pinball,5.2,0.06	
Flipper Critters,6.5,0.03	
Flow: Urban Dance Uprising,7.0,0.04	
Flushed Away,4.25,0.26	
Flying Dragon,5.0,0.1	
Folklore,9.0,0.33	
Football Manager 2012,9.0,1.65	
Football Manager 2013,9.0,1.17	
Football Manager 2014,8.0,0.85	
Football Manager 2015,8.9,0.48	
Ford Bold Moves Street Racing,3.5,0.05	
Ford Racing 2,4.9,1.15	
Ford Racing 3,4.66666666667,0.51	
Ford Racing Off Road,3.5,0.82	
Ford Racing,4.3,0.86	
Ford vs. Chevy,6.0,0.3	
Forever Kingdom,7.0,0.09	
Forgotten Realms: Demon Stone,7.2,0.29	
Formula 1,8.0,0.76	
Formula 1: Championship Edition,9.0,0.61	
Formula One 2001,7.0,0.26	
Forsaken,8.25,0.24	
Fortress,6.0,0.32	
Fortune Street,7.0,0.5	
Forza Horizon 2,9.0,2.22	
Forza Horizon 3,9.5,0.38	
Forza Horizon,9.0,2.02	
Forza Motorsport 2,8.9,4.06	
Forza Motorsport 3,9.4,5.51	
Forza Motorsport 4,9.5,4.64	
Forza Motorsport 5,8.8,2.18	
Forza Motorsport 6,9.0,1.74	
Forza Motorsport,9.5,1.05	
Fossil Fighters,5.9,0.9	
Fossil Fighters: Champions,7.5,0.68	
Foster's Home for Imaginary Friends: Imagination Invaders,4.0,0.06	
Fox Sports Golf '99,6.0,0.14	
FoxKids.com Micro Maniacs Racing,7.5,0.11	
Fracture,5.9,0.5	
Frantix,6.0,0.08	
Freaky Flyers,7.0,0.13	
Freedom Fighters,8.4,0.88	
Freedom Wars,8.0,0.77	
Freedom Wings,3.0,0.02	
Freekstyle,8.06666666667,1.16	
Freelancer,9.2,0.05	
Freestyle Metal X,7.6,0.13	
Frequency,9.0,0.19	
Frogger 2: Swampy's Revenge,8.4,1.43	
Frogger Advance: The Great Quest,7.0,0.07	
Frogger Beyond,5.7,0.21	
Frogger's Adventures: The Rescue,5.5,0.47	
Frogger,5.58333333333,6.36	
Frogger: Ancient Shadow,5.3,0.18	
Frogger: Helmet Chaos,6.8,0.17	
Frogger: The Great Quest,3.0,1.23	
From Russia With Love,7.7,0.91	
Front Mission 3,8.8,0.52	
Front Mission 4,6.8,0.54	
Front Mission Evolved,6.0,0.54	
Front Mission,7.8,0.64	
Frontlines: Fuel of War,7.7,0.58	
Fuel,5.1,0.58	
Fugitive Hunter: War on Terror,3.3,0.15	
Full Auto 2: Battlelines,6.95,0.19	
Full Auto,7.1,0.22	
Full Spectrum Warrior,8.66666666667,1.03	
Full Spectrum Warrior: Ten Hammers,8.13333333333,0.12	
Fullmetal Alchemist and the Broken Angel,6.4,0.56	
Fullmetal Alchemist: Trading Card Game,5.5,0.01	
Funky Barn,5.0,0.11	
Fur Fighters: Viggo's Revenge,4.5,0.14	
Furious Karting,6.0,0.01	
Furu Furu Park,3.5,0.05	
Futurama,6.7,0.12	
Future Tactics: The Uprising,6.8,0.12	
Fuzion Frenzy 2,6.0,0.17	
Fuzion Frenzy,8.3,1.21	
G Darius,8.0,0.07	
G-Force,7.3,2.02	
G-Police,8.0,0.24	
G-Police: Weapons of Justice,8.5,0.06	
GT Advance 3: Pro Concept Racing,8.5,0.08	
GT Advance Championship Racing,8.0,0.33	
GT Pro Series,4.0,0.52	
GTR Evolution,8.5,0.03	
Gabrielle's Ghostly Groove 3D,7.5,0.11	
Gadget Racers,6.5,0.08	
Galaga: Destination Earth,6.2,0.24	
Galerians,7.5,0.15	
Galerians: Ash,4.4,0.07	
Galidor: Defenders of the Outer Dimension,4.0,0.12	
Gallop Racer 2001,7.9,0.17	
Gallop Racer 2003: A New Breed,7.9,0.21	
Gallop Racer 2004,7.2,0.06	
Gallop Racer 2006,8.5,0.1	
Gallop Racer,8.5,0.19	
Game & Wario,5.1,0.24	
Game & Watch Gallery 2,8.0,1.22	
Game & Watch Gallery 3,8.0,1.22	
Game & Watch Gallery,8.0,1.0	
Game Party 2,3.0,1.91	
Game Party 3,2.5,1.71	
Game Party,3.2,2.52	
Game of Thrones,4.0,0.59	
Games Explosion!,4.0,0.02	
Gangs of London,4.5,0.96	
Gardening Mama,4.9,1.38	
Garfield's Fun Fest,4.0,0.13	
Garfield's Nightmare,7.0,0.02	
Garfield: Lasagna World Tour,2.5,0.17	
Gauntlet / Rampart,4.0,0.03	
Gauntlet Legends,7.76666666667,1.01	
Gauntlet,7.1,0.5	
Gauntlet: Dark Legacy,4.9,1.5	
Gauntlet: Seven Sorrows,7.0,0.58	
Gears of War 2,9.5,6.76	
Gears of War 3,9.0,6.24	
Gears of War,9.05,6.13	
Gears of War: Judgment,9.2,1.61	
Gears of War: Ultimate Edition,8.5,3.0	
Geist,7.8,0.15	
Gekido,7.8,0.1	
Gem Smashers,8.0,0.1	
Generation of Chaos,6.7,0.06	
Genji: Dawn of the Samurai,7.0,0.23	
Genji: Days of the Blade,6.0,0.76	
Genma Onimusha,8.3,0.24	
Geometry Wars: Galaxies,7.9,0.28	
George of the Jungle and the Search for the Secret,3.8,0.07	
Get On Da Mic,5.5,0.15	
Gex 3: Deep Cover Gecko,6.95,0.74	
Gex 64: Enter the Gecko,5.7,0.25	
Gex,6.0,0.87	
Gex: Enter the Gecko,6.5,0.58	
Ghost Rider,4.83333333333,0.24	
Ghost Squad,7.5,0.79	
Ghost Trick: Phantom Detective,8.5,0.42	
Ghost in the Shell,8.0,0.1	
Ghost in the Shell: Stand Alone Complex,6.6,0.23	
Ghostbusters,4.4,0.45	
Ghostbusters: The Video Game,7.25714285714,3.39	
Ghosthunter,8.4,0.09	
Giants: Citizen Kabuto,8.6,0.06	
Gitaroo Man Lives!,8.4,0.04	
Gladiator Begins,6.5,0.12	
Gladiator: Sword of Vengeance,8.0,0.17	
Gladius,8.13333333333,0.41	
Glory Days 2,8.0,0.1	
Glory of Heracles,6.0,0.3	
Glover,6.3,1.08	
Go Go Ackman 3,8.2,0.04	
Go Vacation,7.0,1.65	
Go! Go! Hypergrind,5.1,0.03	
Go! Sudoku,7.0,0.12	
GoPets: Vacation Island,6.0,0.04	
Goal Storm '97,6.0,0.11	
Goat Simulator,8.0,0.01	
Goblin Commander: Unleash the Horde,8.0,0.27	
God Hand,3.0,0.07	
God of War Collection,7.85,2.96	
God of War II,9.7,4.07	
God of War III,9.3,5.47	
God of War: Ascension,7.8,2.29	
God of War: Chains of Olympus,9.4,3.19	
God of War: Ghost of Sparta,9.5,1.01	
Gods Eater Burst,6.5,0.66	
Godzilla: Destroy All Monsters Melee,8.45,0.71	
Godzilla: Save the Earth,6.5,0.61	
Goemon's Great Adventure,8.0,0.31	
Gold and Glory: The Road to El Dorado,4.66666666667,0.06	
Golden Axe: Beast Rider,3.2,0.65	
Golden Nugget 64,7.8,0.09	
Golden Nugget Casino DS,5.0,0.02	
Golden Sun,9.7,1.76	
Golden Sun: Dark Dawn,7.5,0.84	
Golden Sun: The Lost Age,9.0,1.22	
GoldenEye 007,8.06666666667,8.09	
GoldenEye: Rogue Agent,6.45,1.6	
Golf,7.5,6.13	
Gotcha Force,6.5,0.03	
Gothic 3,4.9,0.06	
Gourmet Chef: Cook Your Way to Fame,7.0,0.14	
Grabbed by the Ghoulies,7.0,0.14	
Gradius Collection,8.1,0.06	
Gradius Galaxies,7.5,0.08	
Gradius III and IV,6.5,0.08	
Gradius V,7.7,0.09	
Gradius,7.5,1.36	
Graffiti Kingdom,6.8,0.03	
Gran Turismo 2,9.8,9.49	
Gran Turismo 4,9.5,11.66	
Gran Turismo 5 Prologue,8.5,4.2	
Gran Turismo 5,8.5,10.77	
Gran Turismo 6,8.0,3.64	
Gran Turismo,6.8,10.95	
Grand Prix Challenge,9.0,0.08	
Grand Slam Tennis 2,8.5,0.43	
Grand Slam,6.0,0.04	
Grand Theft Auto III,8.83333333333,13.11	
Grand Theft Auto IV,9.73333333333,22.47	
Grand Theft Auto V,10.0,55.92	
Grand Theft Auto,6.16666666667,2.56	
Grand Theft Auto: Chinatown Wars,9.2,2.43	
Grand Theft Auto: Liberty City Stories,8.5,11.26	
Grand Theft Auto: San Andreas,9.25,23.86	
Grand Theft Auto: Vice City Stories,8.25,6.05	
Grand Theft Auto: Vice City,8.9,16.19	
Grandia II,8.03333333333,0.49	
Grandia III,7.6,0.49	
Grandia Xtreme,7.5,0.38	
Grandia,9.0,0.67	
Gravity Rush,7.5,0.64	
Gray Matter,7.5,0.14	
Green Day: Rock Band,8.2,1.21	
Green Lantern: Rise of the Manhunters,5.5,0.64	
Greg Hastings' Tournament Paintball Max'd,6.0,0.08	
Greg Hastings' Tournament Paintball,7.8,0.54	
Gretzky NHL 06,6.9,0.28	
Gretzky NHL 2005,8.3,0.17	
Gretzky NHL,7.5,0.1	
Grey's Anatomy: The Video Game,6.1,0.13	
Grid Runner,6.0,0.03	
GrimGrimoire,8.4,0.05	
Grind Session,7.6,0.44	
GripShift,7.16666666667,0.09	
Grooverider: Slot Car Thunder,4.5,0.02	
Groovin' Blocks,7.6,0.01	
Growlanser: Heritage of War,6.0,0.22	
Grudge Warriors,5.5,0.41	
Guardian Heroes,8.5,0.29	
Guardian's Crusade,8.5,0.12	
Guild Wars 2,9.0,2.3	
Guild Wars,9.0,0.03	
Guild Wars: Nightfall,8.4,0.03	
Guilty Gear Dust Strikers,6.0,0.05	
Guilty Gear Isuka,7.2,0.1	
Guilty Gear Judgment,7.5,0.16	
Guilty Gear X,8.16666666667,0.12	
Guilty Gear X2 #Reload,8.9,0.15	
Guilty Gear X2,9.0,0.35	
Guilty Gear XX Accent Core Plus,7.8,0.17	
Guilty Gear XX Accent Core,7.2,0.08	
Guilty Gear,8.0,0.14	
Guinness World Records: The Videogame,7.0,1.56	
Guitar Hero 5,7.9,4.94	
Guitar Hero III: Legends of Rock,8.58,16.4	
Guitar Hero Live,7.9,2.02	
Guitar Hero On Tour: Modern Hits,7.8,0.38	
Guitar Hero: Aerosmith,7.36,4.3	
Guitar Hero: Metallica,8.8,2.74	
Guitar Hero: Van Halen,4.9,0.97	
Guitar Hero: Warriors of Rock,6.0,2.7	
Guitar Rock Tour,7.4,0.11	
Gun Showdown,8.0,0.06	
Gun,7.98,1.87	
GunGriffon Blaze,8.4,0.11	
GunGriffon: Allied Strike,6.0,0.03	
Gundam Battle Assault,7.4,0.23	
Gunship,3.0,0.27	
Gunstar Heroes,8.5,0.13	
Gunstar Super Heroes,9.0,0.07	
HBO Boxing,3.0,0.21	
Hail to the Chimp,3.5,0.11	
Half-Life 2,9.55,2.98	
Half-Life,9.3,4.72	
Half-Minute Hero,8.8,0.18	
Halo 2 Multiplayer Map Pack,9.0,0.69	
Halo 2,8.65,8.59	
Halo 3,9.5,12.14	
Halo 3: ODST,9.0,6.36	
Halo 4,9.8,9.76	
Halo 5: Guardians,9.0,4.26	
Halo Wars,8.4,2.63	
Halo: Combat Evolved Anniversary,8.0,2.44	
Halo: Combat Evolved,8.95,6.47	
Halo: Reach,9.5,9.88	
Halo: The Master Chief Collection,9.0,3.15	
Hammerin' Hero,8.8,0.07	
Hamsterz Life,7.0,0.47	
Hamtaro: Ham-Ham Games,8.0,0.22	
Hamtaro: Ham-Ham Heartbreak,8.0,0.36	
Hamtaro: Ham-Hams Unite!,8.0,0.56	
Hannah Montana,6.5,2.65	
Hannah Montana: Music Jam,6.8,1.58	
Hannah Montana: Rock Out the Show,5.1,0.16	
Hannah Montana: Spotlight World Tour,5.05,1.67	
Hannah Montana: The Movie,2.65,1.49	
Happy Cooking,6.0,0.18	
Happy Feet,5.03333333333,0.7	
Hard Hitter Tennis,4.0,0.3	
Hard Rock Casino,5.33333333333,0.14	
HardBall 5,4.0,0.12	
Harry Potter and the Chamber of Secrets,8.36,7.64	
Harry Potter and the Goblet of Fire,7.35714285714,2.35	
Harry Potter and the Half-Blood Prince,6.53333333333,3.24	
Harry Potter and the Order of the Phoenix,6.975,2.57	
Harry Potter and the Prisoner of Azkaban,6.16,2.15	
Harry Potter and the Sorcerer's Stone,6.65714285714,7.64	
Harry Potter: Quidditch World Cup,6.96,1.88	
Harvest Moon 64,8.2,0.48	
Harvest Moon: A Wonderful Life,8.0,0.79	
Harvest Moon: Animal Parade,7.5,0.76	
Harvest Moon: Another Wonderful Life,7.5,0.24	
Harvest Moon: Back to Nature,7.5,0.32	
Harvest Moon: Friends of Mineral Town,8.9,0.59	
Harvest Moon: Grand Bazaar,6.5,0.42	
Harvest Moon: Hero of Leaf Valley,7.5,0.15	
Harvest Moon: Magical Melody,8.2,0.55	
Harvest Moon: More Friends of Mineral Town,8.5,0.2	
Harvest Moon: Tree of Tranquility,6.5,0.84	
Harvey Birdman: Attorney at Law,7.26666666667,0.3	
Hasbro Family Game Night 2,7.1,1.38	
Hasbro Family Game Night,7.33333333333,2.24	
Haunting Ground,7.7,0.07	
Haze,4.5,1.0	
Headhunter,8.7,0.38	
Headhunter: Redemption,7.0,0.06	
Heart of Darkness,6.8,0.32	
Hearts of Iron III,8.5,0.07	
Hearts of Iron IV,9.0,0.03	
Heatseeker,4.76666666667,0.14	
Heavenly Guardian,4.0,0.07	
Heavenly Sword,7.0,1.66	
Heavy Rain,8.25,3.12	
Hellboy: The Science of Evil,3.33333333333,0.32	
Hellgate: London,6.8,0.02	
Hello Kitty Daily,2.0,0.35	
Hello Kitty's Cube Frenzy,5.75,0.09	
Henry Hatsworth in the Puzzling Adventure,9.0,0.09	
Herc's Adventures,6.0,0.04	
Hercules: The Legendary Journeys,6.9,0.05	
Herdy Gerdy,7.5,0.22	
Heroes of Mana,8.0,0.15	
Heroes of Might and Magic V,7.8,0.04	
Heroes of Ruin,7.0,0.21	
Heroes of the Pacific,8.03333333333,0.44	
Hexen,4.35,0.19	
Hey Arnold! The Movie,5.5,0.26	
Hidden Invasion,3.5,0.08	
High Heat Major League Baseball 2003,6.96666666667,0.37	
High Heat Major League Baseball 2004,8.23333333333,0.44	
High Rollers Casino,1.0,0.55	
High School Musical 3: Senior Year,7.0,1.58	
High School Musical: Makin' the Cut!,7.5,2.2	
Hitman 2: Silent Assassin,8.475,3.09	
Hitman: Absolution,9.0,4.2	
Hitman: Blood Money,8.0,1.08	
Hitman: Contracts,8.4,1.14	
Hogs of War,7.4,0.02	
Holly Hobbie & Friends,4.0,0.04	
Hollywood Squares,4.0,0.11	
Home Run King,6.2,0.11	
Homefront,7.0,2.61	
Homefront: The Revolution,5.0,0.45	
Hometown Story,5.0,0.42	
Homeworld 2,9.0,0.03	
Homeworld,9.5,0.02	
Homie Rollerz,2.0,0.07	
Honeycomb Beat,5.5,0.06	
Hooked! Real Motion Fishing,2.7,0.23	
Horse Life,7.6,0.13	
Horsez,3.05,0.42	
Hoshigami: Ruining Blue Earth,4.0,0.05	
Hot Shots Golf 2,8.35,1.88	
Hot Shots Golf 3,8.0,2.89	
Hot Shots Golf Fore!,8.8,0.94	
Hot Shots Golf,8.0,2.79	
Hot Shots Golf: Open Tee 2,8.5,0.68	
Hot Shots Golf: Open Tee,8.8,1.96	
Hot Shots Golf: Out of Bounds,8.9,1.14	
Hot Shots Golf: World Invitational,6.5,0.88	
Hot Shots Tennis,7.6,0.9	
Hot Shots Tennis: Get a Grip,8.0,0.21	
Hot Wheels Ultimate Racing,5.9,0.1	
Hot Wheels: Battle Force 5,4.9,0.34	
Hot Wheels: Beat That!,4.02,0.95	
Hot Wheels: Burnin' Rubber,8.0,0.06	
Hot Wheels: Stunt Track Challenge,6.16666666667,1.14	
Hot Wheels: World Race,4.0,0.14	
Hotel Dusk: Room 215,7.9,0.56	
Hour of Victory,5.7,0.13	
How to Train Your Dragon,5.23333333333,1.29	
Hulk,8.0,1.58	
Hunted: The Demon's Forge,6.0,0.53	
Hunter: The Reckoning Redeemer,8.2,0.17	
Hunter: The Reckoning,7.75,0.48	
Hybrid Heaven,7.0,0.25	
Hydro Thunder,7.66666666667,0.62	
Hyperdimension Neptunia Victory,5.4,0.23	
Hyperdimension Neptunia,6.0,0.64	
Hyrule Warriors,7.0,1.68	
I Spy: Fun House,5.0,0.83	
I-Ninja,8.0,0.56	
ICO,9.4,0.53	
IHRA Drag Racing 2004,1.9,0.2	
IHRA Professional Drag Racing 2005,3.1,0.25	
IL-2 Sturmovik,8.3,0.01	
IL-2 Sturmovik: 1946,8.1,0.04	
IL-2 Sturmovik: Cliffs of Dover,6.0,0.05	
ISS Pro Evolution,5.1,0.76	
Ice Age 2: The Meltdown,6.95,1.16	
Ice Age,4.5,0.38	
Ice Age: Dawn of the Dinosaurs,6.5,1.18	
Ice Climber,6.5,1.5	
Ice Hockey,7.0,2.91	
Icewind Dale II,9.0,0.01	
Iggy's Reckin' Balls,6.9,0.08	
Igor: The Game,4.0,0.14	
Ikaruga,8.65,0.09	
Imagine: Animal Doctor,6.5,1.05	
Imagine: Babyz,3.5,2.88	
Imagine: Ballet Star,4.6,0.25	
Imagine: Fashion Designer New York,4.6,1.07	
Imagine: Fashion Designer,3.0,2.94	
Imagine: Interior Designer,6.8,0.73	
Imagine: Master Chef,7.0,1.47	
Imagine: Movie Star,4.0,0.34	
Imagine: Party Babyz,7.5,0.39	
Imagine: Rock Star,3.2,0.82	
Imagine: Teacher,7.5,1.72	
Imagine: Wedding Designer,2.5,1.28	
Imperial Glory,8.5,0.04	
Imperium Romanum,6.0,0.02	
Impossible Mission,6.15,0.19	
In Cold Blood,7.4,0.03	
In the Hunt,3.0,0.14	
Inazuma Eleven,7.5,0.54	
Incredible Crisis,8.5,0.08	
Independence Day,4.75,0.44	
Indiana Jones and the Emperor's Tomb,6.63333333333,0.18	
Indiana Jones and the Staff of Kings,5.0,1.54	
Indianapolis 500 Legends,5.4,0.22	
Indigo Prophecy,8.4,0.27	
Indy Racing 2000,8.0,0.1	
IndyCar Series,8.25,0.17	
Infamous: First Light,7.5,0.04	
Infected,7.6,0.16	
Infernal: Hell's Vengeance,4.0,0.08	
Infinite Space,7.0,0.22	
Infinite Undiscovery,7.1,0.7	
Injustice: Gods Among Us,8.2,3.87	
Inkheart,4.5,0.02	
Innocent Life: A Futuristic Harvest Moon,6.5,0.16	
Insecticide,7.0,0.07	
Intelligent Qube,8.0,1.22	
Intellivision Lives!,6.0,0.27	
International Superstar Soccer '98,9.1,0.58	
International Superstar Soccer 64,9.0,0.6	
International Track & Field 2000,6.3,0.11	
International Track & Field,7.5,0.51	
Interplay Sports Baseball 2000,6.7,0.06	
InuYasha: Feudal Combat,4.0,0.27	
Invasion From Beyond,6.5,0.09	
Inversion,5.5,0.13	
Invizimals,7.5,0.79	
Iridion 3D,5.5,0.46	
Iridion II,8.0,0.13	
Iridium Runners,6.5,0.02	
Iron Chef America: Supreme Cuisine,5.65,0.36	
Iron Man 2,5.46666666667,1.72	
Iron Man,4.725,3.53	
Iron Phoenix,6.6,0.02	
Iron Soldier 3,6.8,0.02	
Iron Storm,8.0,0.34	
Irritating Stick,5.5,0.02	
Island Xtreme Stunts,5.0,0.09	
Izuna 2: The Unemployed Ninja Returns,6.0,0.06	
JU-ON: The Grudge,2.5,0.11	
Jack Keane,7.5,0.03	
Jackie Chan Adventures: Legend of the Dark Hand,7.0,0.19	
Jade Cocoon 2,7.9,0.1	
Jade Cocoon: Story of the Tamamayu,8.1,0.27	
Jade Empire,9.9,0.7	
Jak 3,9.6,1.85	
Jak II,9.5,2.78	
Jak X: Combat Racing,8.0,0.55	
Jak and Daxter: The Lost Frontier,7.4,1.07	
Jak and Daxter: The Precursor Legacy,9.4,3.64	
Jake Hunter Detective Story: Memories of the Past,7.9,0.11	
Jake Hunter: Detective Chronicles,6.4,0.02	
Jake Power: Fireman,7.0,0.49	
Jake Power: Policeman,7.0,0.05	
Jam Sessions 2,7.0,0.06	
James Bond 007: Agent Under Fire,7.73333333333,5.15	
James Bond 007: Blood Stone,5.5,1.29	
James Bond 007: Everything or Nothing,8.375,3.54	
James Cameron's Dark Angel,3.95,0.07	
Jawbreaker,7.0,0.45	
Jeanne d'Arc,9.0,0.33	
Jeep Thrills,2.0,0.19	
Jeopardy! 2nd Edition,7.0,0.29	
Jeopardy!,4.5,2.07	
Jeremy McGrath Supercross 2000,4.975,1.0	
Jeremy McGrath Supercross World,4.35,0.35	
Jersey Devil,5.0,0.23	
Jet Force Gemini,8.1,1.16	
Jet Grind Radio,9.05,0.03	
Jet Li: Rise to Honor,5.8,1.27	
Jet Moto 2,7.0,1.94	
Jet Moto 3,8.6,0.74	
Jet Moto,7.5,1.83	
Jewel Master: Cradle of Rome,6.0,0.03	
Jewel Quest II,7.7,0.01	
Jewel Quest Solitaire,8.5,0.15	
Jikandia: The Timeless Land,5.5,0.03	
JoJo's Bizarre Adventure: All Star Battle,7.4,0.64	
John Daly's ProStroke Golf,5.5,0.12	
John Deere: Harvest in the Heartland,3.0,0.3	
Johnny Bazookatone,5.0,0.05	
Jonah Lomu Rugby Challenge,7.0,0.39	
Jonas,4.0,0.3	
Jonny Moseley Mad Trix,3.0,0.14	
Journey,9.0,0.25	
Joust,7.65,1.08	
Judge Dredd,4.6,0.05	
Juiced 2: Hot Import Nights,6.88,1.9	
Juiced,6.43333333333,0.71	
Juiced: Eliminator,7.0,0.43	
Jumble Madness,6.5,0.06	
Jumper: Griffin's Story,4.16666666667,0.22	
Jumping Flash! 2,8.0,0.25	
Jumping Flash!,4.5,0.3	
Jurassic Park III: Park Builder,7.0,0.06	
Jurassic Park,6.8,0.36	
Jurassic Park: Operation Genesis,5.9,0.37	
Jurassic: The Hunted,6.33333333333,0.61	
Just Cause 2,8.8,3.53	
Just Cause 3,6.6,2.85	
Just Cause,6.475,0.18	
Just Dance 2,8.0,9.52	
Just Dance 2014,7.66,6.58	
Just Dance 2015,8.0,4.85	
Just Dance 3,8.25,12.92	
